,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
69,University Of San Francisco,TESL,MS,F10,,Other,"(16, 3, 2010)",1268722800,,,,,,,International,"(16, 3, 2010)",1268722800,Did anyone hear anything from the TESL program in the dept. of education at University of San Francisco? Thanks for the info!
70,University Of Toronto,Planning,MS,F10,Rejected,Postal Service,"(16, 3, 2010)",1268722800,,,,,,,International,"(16, 3, 2010)",1268722800,
71,Northwestern University,Integrated Marketing Communication (Medill),MS,F10,Accepted,Website,"(15, 3, 2010)",1268636400,,,,,,,International,"(16, 3, 2010)",1268722800,No financial aid for international
72,University Of Michigan Ford School,Public Policy,MS,F10,Accepted,E-mail,"(15, 3, 2010)",1268636400,,,,,,,American,"(16, 3, 2010)",1268722800,
73,New York University (NYU),East Asian Studies,PhD,F10,Rejected,E-mail,"(15, 3, 2010)",1268636400,,,,,,,International,"(16, 3, 2010)",1268722800,
74,University Of Toronto,Medieval Studies,MS,F10,Accepted,E-mail,"(15, 3, 2010)",1268636400,,,,,,,Other,"(16, 3, 2010)",1268722800,Dual citizen.
75,American University,International Affairs,MS,F10,Accepted,Postal Service,"(16, 3, 2010)",1268722800,,,,,,,American,"(16, 3, 2010)",1268722800,
76,Pennsylvania State University (PSU),Aerospace Engineering,MS,F10,Accepted,E-mail,"(16, 3, 2010)",1268722800,,,,,,,International,"(16, 3, 2010)",1268722800,Further confirmation and funding information to come.
77,University Of Oregon,History,MS,F10,Accepted,Postal Service,"(15, 3, 2010)",1268636400,,,,,,,American,"(16, 3, 2010)",1268722800,"Applied for PhD, accepted to MA with full funding + GTF"
78,New York University (NYU),Physics,PhD,F10,Rejected,E-mail,"(15, 3, 2010)",1268636400,3.56,800.0,800.0,4.5,False,780.0,International with US Degree,"(16, 3, 2010)",1268722800,"Major GPA = 3.78; GRE: 800, 800, 4.5; PGRE: 780; I got into Penn State anyway and would have chosen it over NYU, but still expected to get into NYU."
79,New York University (NYU),Politics,PhD,F10,Rejected,E-mail,"(15, 3, 2010)",1268636400,,,,,,,,"(16, 3, 2010)",1268722800,
80,Adelphi University,Communication Disorders / Speech Pathology,MS,F10,Accepted,Postal Service,"(15, 3, 2010)",1268636400,,,,,,,American,"(16, 3, 2010)",1268722800,
81,"UCLA, Anderson School Of Manangement",Finance,PhD,F10,Rejected,Other,"(16, 3, 2010)",1268722800,,,,,,,International with US Degree,"(16, 3, 2010)",1268722800,"14 applications, all rejects...."
82,"University of Texas, Austin (UT Austin)",Computer Science,PhD,F10,Rejected,Website,"(16, 3, 2010)",1268722800,,,,,,,International,"(16, 3, 2010)",1268722800,
83,American University Of Paris,International Relations,MS,F10,Accepted,E-mail,"(16, 3, 2010)",1268722800,,,,,,,,"(16, 3, 2010)",1268722800,
84,Georgetown University School Of Foreign Service (SFS),International Relations,MS,F10,Accepted,E-mail,"(16, 3, 2010)",1268722800,3.38,730.0,770.0,4.5,False,,American,"(16, 3, 2010)",1268722800,"The sun is shining, the coffee tastes good, and I was accepted into SFS and SAIS this morning."
85,"University Of California, Santa Barbara (UCSB)",Physics,PhD,F10,,Other,"(16, 3, 2010)",1268722800,,,,,,,American,"(16, 3, 2010)",1268722800,"To the poster below -- no, and I've talked to SO many people that have applied, they must have at least 500 apps, and they only accept like 30.  They'll probably notify next week (just a guess based on this site), but I suspect very strongly that we're all rejected.... ;-("
86,Claremont Graduate University,Philosophy (MA),MS,F10,Accepted,E-mail,"(16, 3, 2010)",1268722800,,,,,,,American,"(16, 3, 2010)",1268722800,
87,Colorado State University,Creative Writing,MFA,F10,Rejected,Postal Service,"(16, 3, 2010)",1268722800,,,,,,,American,"(16, 3, 2010)",1268722800,
88,Fletcher School(Tufts University),Intl Affairs - MALD,MS,F10,Accepted,Postal Service,"(16, 3, 2010)",1268722800,,,,,,,,"(16, 3, 2010)",1268722800,11/K per year.  Guess I need to go visit Boston and figure this out.
89,Pennsylvania State University (PSU),Economics,PhD,F10,Rejected,E-mail,"(16, 3, 2010)",1268722800,,,,,,,International,"(16, 3, 2010)",1268722800,three rejections in a row....
90,Johns Hopkins University (JHU),International Relations,MS,F10,Wait listed,E-mail,"(16, 3, 2010)",1268722800,,,,,,,,"(16, 3, 2010)",1268722800,
91,American University,International Relations,MS,F10,Accepted,Postal Service,"(16, 3, 2010)",1268722800,,,,,,,,"(16, 3, 2010)",1268722800,
92,The George Washington University,Political Science,PhD,F10,Accepted,E-mail,"(16, 3, 2010)",1268722800,,,,,,,American,"(16, 3, 2010)",1268722800,"selected as an ""alternate"" to receive fellowship funding. If you're not going to go, please let them know soon, it is my top choice!"
93,Purdue University,Computer Science,PhD,F10,Accepted,E-mail,"(16, 3, 2010)",1268722800,3.78,580.0,780.0,3.5,False,,International,"(16, 3, 2010)",1268722800,second admission. But I am waiting for RPI's.
94,Pennsylvania State University (PSU),Economics,PhD,F10,Rejected,E-mail,"(16, 3, 2010)",1268722800,,,,,,,International with US Degree,"(16, 3, 2010)",1268722800,
95,"University of Texas, Austin (UT Austin)",Computer Science,PhD,F10,Rejected,Website,"(15, 3, 2010)",1268636400,,,,,,,International,"(16, 3, 2010)",1268722800,
96,Georgetown University School Of Foreign Service (SFS),International Relations,MS,F10,Accepted,E-mail,"(16, 3, 2010)",1268722800,,,,,,,American,"(16, 3, 2010)",1268722800,Just received an email informing me that an admission package should be arriving via snail mail. Excited!
97,Brown University,Master Of Arts In Teaching,MS,S10,Accepted,E-mail,"(16, 3, 2010)",1268722800,,,,,,,American,"(16, 3, 2010)",1268722800,
98,Columbia University,Statistics,MS,F10,Accepted,E-mail,"(15, 3, 2010)",1268636400,,,,,,,,"(16, 3, 2010)",1268722800,
99,New York University (NYU),Political Science,PhD,F10,Rejected,E-mail,"(16, 3, 2010)",1268722800,,,,,,,International,"(16, 3, 2010)",1268722800,"not offered an MA, asked if I want to apply"
100,"University Of California, San Diego (UCSD)",Computer Science,PhD,F10,,Other,"(16, 3, 2010)",1268722800,,,,,,,International with US Degree,"(16, 3, 2010)",1268722800,"Yeah, I haven't heard from them either."
101,University Of Connecticut - Storrs,Marketing,PhD,F10,,Other,"(16, 3, 2010)",1268722800,,,,,,,,"(16, 3, 2010)",1268722800,"The email was from Professor Punj, the program coordinator.  I got the sense that he sent emails to everybody the program is interested in, though I may be mistaken."
102,Washington University in St. Louis (WashU/WUSTL),Clinical Psychology,PhD,F10,Rejected,Postal Service,"(15, 3, 2010)",1268636400,,,,,,,American,"(16, 3, 2010)",1268722800,
103,Georgetown University School Of Foreign Service (SFS),Foreign Service,MS,F10,Accepted,E-mail,"(16, 3, 2010)",1268722800,,,,,,,American,"(16, 3, 2010)",1268722800,"3/3 today! god, what a good day...."
104,"University Of California, San Diego (UCSD)",Computer Sciecne,PhD,F10,Rejected,E-mail,"(16, 3, 2010)",1268722800,,,,,,,International with US Degree,"(16, 3, 2010)",1268722800,Yet another reject.
105,University Of Kentucky,Philosophy,PhD,F10,Rejected,Postal Service,"(15, 3, 2010)",1268636400,,,,,,,American,"(16, 3, 2010)",1268722800,Now it's all riding on UNM
106,"University Of Washington, Seattle",Civil Engineering,PhD,F10,Accepted,E-mail,"(16, 3, 2010)",1268722800,,,,,,,International,"(16, 3, 2010)",1268722800,no funding mentioned
107,"University Of California, San Diego (UCSD)",Computer Science,PhD,F10,,Other,"(16, 3, 2010)",1268722800,,,,,,,Other,"(16, 3, 2010)",1268722800,"I still didn't get a notification, WTF. Your application has been received and will be reviewed by the department admissions committee... Anyone still seeing this?"
108,Brown University,Anthropology,PhD,F10,Accepted,Website,"(15, 3, 2010)",1268636400,,,,,,,American,"(16, 3, 2010)",1268722800,
109,Ohio University (OU),Mathematics,MS,F10,Rejected,E-mail,"(15, 3, 2010)",1268636400,,,,,,,American,"(16, 3, 2010)",1268722800,"If you didn't hear from them yet, please contact them. Response was to an e-mail I sent asking when I would hear a decision. They probably have some from of decision for you."
110,"University Of Illinois, Urbana Champaign (UIUC)",Computer Science (AI / Artificial Life),PhD,F10,Rejected,E-mail,"(16, 3, 2010)",1268722800,,,,,,,International,"(16, 3, 2010)",1268722800,"Yesterday was my first date in my life. After coming home, I've seen 2 rejections from UIUC, UCSD. Should I be sad or happy?"
111,University Of Toronto,Anthropology (Biological),PhD,F10,,Other,"(16, 3, 2010)",1268722800,,,,,,,,"(16, 3, 2010)",1268722800,Congratulations! Thanks for telling us. May I ask if you've made up your mind about accepting their offer?
112,George Washington University,Political Science,PhD,F10,,Other,"(16, 3, 2010)",1268722800,,,,,,,,"(16, 3, 2010)",1268722800,Has GW released all decisions? Any insider info anyone?
113,University Of Pittsburgh,Information Science,PhD,F10,Rejected,Website,"(15, 3, 2010)",1268636400,,,,,,,International,"(16, 3, 2010)",1268722800,Overqualified
114,"Columbia University, Teachers College",Developmental,PhD,F10,Rejected,Website,"(16, 3, 2010)",1268722800,,,,,,,International with US Degree,"(16, 3, 2010)",1268722800,But offer master admission
115,"University Of California, San Diego (UCSD)",Computer Science,PhD,F10,Rejected,E-mail,"(16, 3, 2010)",1268722800,,,,,,,International,"(16, 3, 2010)",1268722800,
116,Harvard University,Statistics,MS,F10,Rejected,Postal Service,"(16, 3, 2010)",1268722800,,,,,,,American,"(16, 3, 2010)",1268722800,
117,New York University (NYU),Middle Eastern & Islamic Studies,PhD,,Rejected,E-mail,"(15, 3, 2010)",1268636400,,,,,,,American,"(16, 3, 2010)",1268722800,
118,"University Of California, Santa Barbara (UCSB)",Physics,PhD,F10,,Other,"(15, 3, 2010)",1268636400,,,,,,,American,"(16, 3, 2010)",1268722800,"has anybody heard from UCSB since mid Feb? i assume i'm rejected, but i would like to know for sure before making any decision"
119,New York University (NYU),Linguistics,PhD,F10,Rejected,E-mail,"(15, 3, 2010)",1268636400,,,,,,,International,"(16, 3, 2010)",1268722800,"Not surprised either, but would have appreciated if they had spent my $90 fee to notify rejections a month ago, when they clearly had already made all their decisions."
120,"University Of California, Santa Babara (UCSB)",Political Science,PhD,F10,Accepted,Postal Service,"(15, 3, 2010)",1268636400,,,,,,,International,"(15, 3, 2010)",1268636400,"got accepted by e-mail 10 days ago, just got the letter. ""budget situation is unclear, not sure what amount of funding you will get"". won't go if no money though. anyone else in the same situation?"
121,"University Of Illinois, Urbana Champaign (UIUC)",Civil And Environmental Engineering,PhD,F10,Accepted,E-mail,"(15, 3, 2010)",1268636400,,,,,,,International with US Degree,"(15, 3, 2010)",1268636400,Full Funding
122,New York University GSAS (NYU),Political Science,PhD,F10,,E-mail,"(16, 3, 2010)",1268722800,,,,,,,International,"(15, 3, 2010)",1268636400,"I just got rejected Ph.D, but offered MA. Is there any one who receives same proposal?"
123,New York University - Steinhardt,Public Health Nutrition,MS,F10,Accepted,Postal Service,"(15, 3, 2010)",1268636400,,,,,,,American,"(15, 3, 2010)",1268636400,Community Public Health - Public Health Nutrition Concentration
124,Brown University,MPP,PhD,F10,Accepted,E-mail,"(15, 3, 2010)",1268636400,,,,,,,American,"(15, 3, 2010)",1268636400,
125,Harvard University,Comparative Literature,PhD,F10,Rejected,Postal Service,"(15, 3, 2010)",1268636400,,,,,,,American,"(15, 3, 2010)",1268636400,
126,"University Of California, San Diego (UCSD)",Computer Science,PhD,F10,Rejected,E-mail,"(15, 3, 2010)",1268636400,,,,,,,International with US Degree,"(15, 3, 2010)",1268636400,"Yep, it was take out the trash day at UCSD today."
127,University Of Arizona,Speech Langauge Pathology,MS,F10,Accepted,Postal Service,"(15, 3, 2010)",1268636400,,,,,,,American,"(15, 3, 2010)",1268636400,no funds available at this time
128,"University Of Michigan, Ross School Of Business",Marketing (CB),PhD,F10,Rejected,E-mail,"(15, 3, 2010)",1268636400,,,,,,,International,"(15, 3, 2010)",1268636400,bah
129,Claremont Graduate University,Master In Public Policy,MS,F10,Accepted,E-mail,"(15, 3, 2010)",1268636400,,,,,,,International with US Degree,"(15, 3, 2010)",1268636400,
130,University Of Toronto,Comparative Literature,MS,F10,Accepted,E-mail,"(15, 3, 2010)",1268636400,3.96,770.0,780.0,4.5,False,,American,"(15, 3, 2010)",1268636400,With funding.
131,Ohio State University (OSU),Agricultural,PhD,F10,,E-mail,"(15, 3, 2010)",1268636400,3.1,530.0,760.0,4.0,False,,American,"(15, 3, 2010)",1268636400,"Received funding offer by e-mail.  First year fellowship.  Second, third, and fourth years funded by associateship. 25k during the first year followed by 19k in years two, three, and four.  Tuition and other fees covered."
132,New York University (NYU),Comparative Literature,PhD,F10,Rejected,E-mail,"(15, 3, 2010)",1268636400,3.96,770.0,780.0,4.5,False,,American,"(15, 3, 2010)",1268636400,
133,New York University (NYU),Linguistics,PhD,F10,Rejected,E-mail,"(15, 3, 2010)",1268636400,,,,,,,International,"(15, 3, 2010)",1268636400,not surprised.
134,Harvard University,Comparative Literature,PhD,S10,Rejected,Postal Service,"(15, 3, 2010)",1268636400,,,,,,,American,"(15, 3, 2010)",1268636400,
135,Tufts University - Fletcher School Of Law And Diplomacy,International Affairs,PhD,F10,Wait listed,Website,"(15, 3, 2010)",1268636400,,,,,,,International with US Degree,"(15, 3, 2010)",1268636400,"For those accepted to the Fletcher school Ph.D. program but know they're NOT attending, PLEASE let them know ASAP!!!"
136,Catholic University Of America,Clinical Psychology,PhD,F10,Wait listed,E-mail,"(8, 3, 2010)",1268035200,,,,,,,,"(15, 3, 2010)",1268636400,
137,"University Of California, San Diego (UCSD)",Computer Science,PhD,F10,Rejected,E-mail,"(15, 3, 2010)",1268636400,,740.0,800.0,5.0,False,830.0,American,"(15, 3, 2010)",1268636400,
138,New York University (NYU),Sociology,PhD,F10,Rejected,E-mail,"(15, 3, 2010)",1268636400,,,,,,,International,"(15, 3, 2010)",1268636400,
139,"University Of California, San Diego (UCSD)",Computer Science,PhD,F10,Rejected,E-mail,"(15, 3, 2010)",1268636400,,,,,,,International with US Degree,"(15, 3, 2010)",1268636400,
