,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
19,"University Of Maryland, College Park",AMSC(Applied Mathematics & Statistics,PhD,F11,,E-mail,"(2, 2, 2011)",1296633600,,,,,,,American,"(5, 2, 2011)",1296892800,"""Your application has been nominated for further review.""  Four additional short responses due 2/14."
20,"University Of Washington, Seattle",Computer Science,PhD,F11,Accepted,E-mail,"(3, 2, 2011)",1296720000,4.0,680.0,800.0,5.5,False,880.0,American,"(5, 2, 2011)",1296892800,"{gpa, q, v, aw, cs, publications} = {4.0, 800, 680, 5.5, 880, 0}"
21,University Of York,Medieval Studies,MS,F11,Accepted,E-mail,"(4, 2, 2011)",1296806400,,,,,,,American,"(5, 2, 2011)",1296892800,
22,Western Michigan University,Mathematics,PhD,F11,Accepted,Postal Service,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,
23,"University Of Wisconsin, Madison",Composition And Rhetoric,PhD,F11,Accepted,Phone,"(4, 2, 2011)",1296806400,,,,,,,American,"(5, 2, 2011)",1296892800,
24,"University Of Michigan, Ann Arbor",Political Science (Comparative),PhD,F11,Accepted,E-mail,"(3, 2, 2011)",1296720000,,,,,,,American,"(5, 2, 2011)",1296892800,
25,"University Of California, Los Angeles (UCLA)",Materials Science & Engineering (MSE),MS,F11,Rejected,Website,"(5, 2, 2011)",1296892800,3.2,540.0,730.0,5.0,False,,American,"(5, 2, 2011)",1296892800,
26,Johns Hopkins University (JHU),Chemical And Biomoleculer Engineering,PhD,F11,Accepted,E-mail,"(3, 2, 2011)",1296720000,,,,,,,International,"(5, 2, 2011)",1296892800,
27,Yale University,Physics,PhD,F11,Accepted,Website,"(4, 2, 2011)",1296806400,,,,,,,American,"(5, 2, 2011)",1296892800,Originally said spring 2011-12; crrected now as fall 2011
28,"University Of California, San Diego (UCSD)",Biomedical Sciences (BMS) Program,PhD,F11,Wait listed,E-mail,"(1, 2, 2011)",1296547200,,,,,,,American,"(5, 2, 2011)",1296892800,
29,"University Of Oregon, Eugene",Architecture & Urban Design,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,3.5,620.0,800.0,3.5,False,,International with US Degree,"(5, 2, 2011)",1296892800,No specific reason
30,University Of Waashington (seattle),Neurobiology And Behavior,PhD,F11,Rejected,Postal Service,"(4, 2, 2011)",1296806400,,,,,,,American,"(5, 2, 2011)",1296892800,post-interview
31,Oxford University,Financial Economics,MS,F11,Interview,E-mail,"(4, 2, 2011)",1296806400,3.78,600.0,790.0,4.5,False,,International,"(5, 2, 2011)",1296892800,
32,Stanford University,Chemistry,PhD,F11,Rejected,Postal Service,"(4, 2, 2011)",1296806400,,,,,,,International,"(5, 2, 2011)",1296892800,
33,Seattle Pacific University,Clinical Psychology,PhD,F11,Interview,E-mail,"(4, 2, 2011)",1296806400,,,,,,,American,"(5, 2, 2011)",1296892800,Interview day 3/7
34,Syracuse University,Composition And Cultural Rhetoric,PhD,F11,Accepted,Phone,"(26, 1, 2011)",1296028800,,,,,,,American,"(5, 2, 2011)",1296892800,Funded.
35,University Of Minnesota (UMN),Rhetoric And Technical Communication,PhD,S11,Accepted,Phone,"(23, 1, 2011)",1295769600,3.7,,,,,,American,"(5, 2, 2011)",1296892800,"Decent funding, too!"
36,Indiana University At Bloomington (IUB),Sociology,PhD,F11,Wait listed,E-mail,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,Was kind of a long-shot for me anyway; my research statement was substantively different than my other apps. Ah well.
37,Michigan State University,Chemistry,PhD,F11,Accepted,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,
38,University Of Minnesota-Twin Cities,Chemical Engineering And Materials Science,PhD,F11,Accepted,Phone,"(29, 1, 2011)",1296288000,,,,,,,International,"(5, 2, 2011)",1296892800,
39,University Of Cambridge,Human Evolutionary Studies,Other,F11,Accepted,Postal Service,"(5, 1, 2011)",1294214400,,,,,,,American,"(5, 2, 2011)",1296892800,
40,"University Of Michigan, Ann Arbor",Political Science,PhD,F11,Rejected,E-mail,"(4, 2, 2011)",1296806400,4.0,740.0,800.0,,False,,American,"(5, 2, 2011)",1296892800,Keep your chin up!
41,University Of Minnesota- Twin Cities,Biostatistics,PhD,F11,Accepted,Phone,"(2, 2, 2011)",1296633600,,,,,,,American,"(5, 2, 2011)",1296892800,With support
42,University Of Georgia Athens,Classics,MS,F11,Accepted,E-mail,"(3, 2, 2011)",1296720000,,,,,,,International,"(5, 2, 2011)",1296892800,
43,Ohio State University (OSU),English Literature,PhD,F11,Accepted,Website,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,
44,"University Of Minnesota, Twin Cities (UMN)",MS Statistics,MS,F11,Wait listed,E-mail,"(1, 2, 2011)",1296547200,,,,,,,,"(5, 2, 2011)",1296892800,
45,"University Of California, Berkeley (UCB)",Chemical Engineering,PhD,F11,Accepted,E-mail,"(20, 1, 2011)",1295510400,,,,,,,American,"(5, 2, 2011)",1296892800,Visit weekend is March 11-13
46,Indiana University At Bloomington,Sociology,PhD,F11,Wait listed,E-mail,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,
47,University Of North Carolina School Of Public Health,PhD Epidemiology,PhD,F11,Accepted,E-mail,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,
48,"University Of California, San Diego (UCSD)",Communication,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,3.8,740.0,780.0,5.5,False,,American,"(5, 2, 2011)",1296892800,
49,Northwestern University,Industrial Engineering And Management Sciences,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,They asked me to switch to MS to PhD program. Does that mean I am accepted into MS program?
50,Indiana University At Bloomington (IUB),Sociology,PhD,F11,Wait listed,E-mail,"(5, 2, 2011)",1296892800,3.71,650.0,490.0,4.5,False,,American,"(5, 2, 2011)",1296892800,"The usual: if you are admitted and do not plan to attend, please let them know."
51,"Rutgers, The State University Of New Jersey",Cell And Developmental Biology(CDB),PhD,F11,Rejected,E-mail,"(4, 2, 2011)",1296806400,,,,,,,International,"(5, 2, 2011)",1296892800,
52,"University Of Texas, Austin (UT Austin)",Astronomy,PhD,F11,Rejected,Website,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,"no email, just checked status"
53,"University Of California, San Diego (UCSD)",Bioengineering,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,
54,University Of Vermont,Cell And Molecular Biology (CMB),PhD,F11,Accepted,Phone,"(31, 1, 2011)",1296460800,,,,,,,American,"(5, 2, 2011)",1296892800,Received a phone message on date listed. Played phone tag for a few days and eventually received an email saying I was accepted (the week following my interview weekend). Will also receive postal notification.
55,"University Of California, San Diego (UCSD)",Communciation Studies,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,3.75,650.0,710.0,4.5,False,,American,"(5, 2, 2011)",1296892800,
56,University Of South Carolina - Columbia,English,PhD,F11,Accepted,E-mail,"(4, 2, 2011)",1296806400,,790.0,620.0,5.5,False,690.0,American,"(5, 2, 2011)",1296892800,"""Advanced notice."" $12,000, nominated for Pres. Fellowship, 8,000, or departmental fellowship, 5-6,000."
57,"University Of California, Los Angeles (UCLA)",Linguistics,PhD,F11,Rejected,Website,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,
58,Northwestern University,Screen Cultures,PhD,F11,Interview,E-mail,"(26, 1, 2011)",1296028800,3.7,720.0,650.0,5.5,False,,American,"(5, 2, 2011)",1296892800,Being flown out for an interview weekend (2/17 - 2/20).
59,University Of Pittsburgh,English (Film Studies Track),PhD,F11,Accepted,E-mail,"(5, 2, 2011)",1296892800,3.7,720.0,650.0,5.5,False,,American,"(5, 2, 2011)",1296892800,Invited to come visit at the University's expense. Nice!
60,Cornell University,Computer Science,PhD,F11,Accepted,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,
61,University Of Illinois At Urbana-Campaign,Chemistry,PhD,F11,Accepted,E-mail,"(27, 1, 2011)",1296115200,3.63,540.0,760.0,4.0,False,840.0,International,"(5, 2, 2011)",1296892800,"tuition waiver + 23,000/year"
62,"University Of Arizona, Tucson",Chemistry,PhD,F11,Accepted,E-mail,"(3, 2, 2011)",1296720000,3.63,540.0,760.0,4.0,False,840.0,International,"(5, 2, 2011)",1296892800,"tuition waived + 22,203/year"
63,Indiana University At Bloomington (IUB),Sociology,PhD,F11,Accepted,E-mail,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,Interview last week must have gone well.  Same offer as the poster below.
64,Indiana University At Bloomington (IUB),Sociology,PhD,F11,Accepted,E-mail,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,"Was sent an e-mail this Saturday morning - full funding, health insurance, and 15k! Was interviewed on Monday, so felt that I may be in!!!!"
65,"University Of Minnesota, Twin Cities (UMN)",Chemical Engineering,PhD,F11,Accepted,Phone,"(29, 1, 2011)",1296288000,,,,,,,International,"(5, 2, 2011)",1296892800,Received offer letter on Feb 4
66,"University Of California, Los Angeles (UCLA)",Biosciences (Neuroscience),PhD,F11,Rejected,E-mail,"(4, 2, 2011)",1296806400,,,,,,,American,"(5, 2, 2011)",1296892800,
67,Auburn University,Materials Science,PhD,F11,Accepted,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,PhD AD
68,Case Western Reserve University,Cleveland Clinic Molecular Medicine,PhD,F11,Interview,E-mail,"(1, 2, 2011)",1296547200,,,,,,,International,"(5, 2, 2011)",1296892800,
69,"Rutgers, The State University Of New Jersey",Microbiology And Molecular Genetics,PhD,F11,Rejected,E-mail,"(4, 2, 2011)",1296806400,,,,,,,International,"(5, 2, 2011)",1296892800,
70,Brown University,Computer Scicence,MS,F11,Accepted,Website,"(5, 2, 2011)",1296892800,,460.0,800.0,3.5,False,,International,"(5, 2, 2011)",1296892800,Received email to check the status.
71,University Of Pennsylvania (UPenn),Chemical And Biochemical Engineering,PhD,F11,Accepted,E-mail,"(3, 2, 2011)",1296720000,,,,,,,,"(5, 2, 2011)",1296892800,tuition + stipend + health insurance. Finally have something to do after I graduate
72,"University Of Washington, Seattle",Computer Science And Engineering (CSE),PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,530.0,790.0,3.5,False,,International,"(5, 2, 2011)",1296892800,"Rejection reason (I guess): UW CSE requires 26 min speaking. Qualifications: MSc in Computer Vision. Two 1st-author papers (1 at a good journal (Pattern Recognition Letters) and another at a major conference (BMVC)). GRE: Q790, V530, A3.5. Toefl ibt: 103 (Speaking 22, R/L/W 27). 4-year TA experience and part-time CAD SW developer. Undergrad GPA:  92.63% and was ranked first/250 students."
73,Northwestern University,Industrial Engineering And Management Sciences,PhD,F11,Accepted,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,
74,"University Of California, Davis",Political Science,PhD,F11,Rejected,Website,"(1, 2, 2011)",1296547200,,,,,,,,"(5, 2, 2011)",1296892800,
75,Clemson University,Agricultural And Applied Economics,PhD,F11,Accepted,Website,"(4, 2, 2011)",1296806400,3.2,650.0,730.0,4.0,False,,International with US Degree,"(5, 2, 2011)",1296892800,"Am excited, first admit, am waiting for funding
TM: akmandal"
76,"University Of California, Los Angeles (UCLA)",Linguistics,PhD,F11,Rejected,Website,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,
77,"University Of Michigan, Ann Arbor",Political Science (Research Method),PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,It is my dream school...
78,"University Of California, Los Angeles (UCLA)",Linguistics,PhD,F11,Rejected,Website,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,
79,University Of Pittsburgh GSPH,Epidemiology,PhD,F11,Accepted,E-mail,"(5, 2, 2011)",1296892800,3.8,650.0,770.0,4.5,False,,International,"(5, 2, 2011)",1296892800,Thank God! Give me funding too.
80,"University Of California, Berkeley (UCB)",City And Regional Planning,PhD,F11,Accepted,E-mail,"(3, 2, 2011)",1296720000,,,,,,,American,"(5, 2, 2011)",1296892800,
81,Ohio State University (OSU),Statistics,PhD,F11,Accepted,E-mail,"(4, 2, 2011)",1296806400,,,,,,,International,"(5, 2, 2011)",1296892800,
82,"University Of Texas, Austin - LBJ School",Public Policy,PhD,F11,Accepted,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International with US Degree,"(5, 2, 2011)",1296892800,
83,"University Of Washington, Seattle",Computer Scicence,MS,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,"5 intl ieee publications, 1 patent submitted, 14 national papers, nomination for researcher of the year, ruby programmer of the year 2008rnrnDejected after UWash rejet dont know why they rejected me .. it was my dream school"
84,"University Of California, Los Angeles (UCLA)",Chemistry (Organic),PhD,F11,Rejected,Website,"(4, 2, 2011)",1296806400,,,,,,,International,"(5, 2, 2011)",1296892800,
85,"University Of California, Los Angeles (UCLA)",Linguistics,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,
86,San Diego State University/University Of California San Diego,Communication,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,
87,Brown University Graduate School,Comparative Literature,PhD,F11,Accepted,Website,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,
88,Lehigh University,Counseling Psychology,PhD,F11,Interview,E-mail,"(4, 2, 2011)",1296806400,,,,,,,American,"(5, 2, 2011)",1296892800,
89,University Of Connecticut,Clinical Psychology,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,
90,"University Of Washington, Seattle",Computer Scicence,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International with US Degree,"(5, 2, 2011)",1296892800,
91,Harvard University,BBS - Interdepartmental Neuroscience Program,PhD,F11,Accepted,Phone,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,
92,"University Of California, Riverside (UCR)",Statistics,MS,F11,Accepted,E-mail,"(5, 2, 2011)",1296892800,,,,,,,Other,"(5, 2, 2011)",1296892800,first AD，no founding
93,Princeton University,Molecular Biology,PhD,F11,Interview,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,Chinese applicant. Phone interview.
94,"University Of California, Berkeley (UCB)",Computer Science,PhD,F11,Interview,Phone,"(28, 1, 2011)",1296201600,,,,,,,American,"(5, 2, 2011)",1296892800,Computer Science Theory
95,University Of Virginia (Charlottesville),Anthropology,PhD,F11,,E-mail,"(5, 2, 2011)",1296892800,3.88,730.0,760.0,5.0,False,,American,"(5, 2, 2011)",1296892800,"received e-mail from grad admissions chair requesting a ""chat about [my] research sometime this weekend."" Good news, I hope!"
96,Brown University,Anthropology,PhD,F11,Rejected,E-mail,"(4, 2, 2011)",1296806400,3.88,730.0,760.0,5.0,False,,American,"(5, 2, 2011)",1296892800,One of my top three choices :-(
97,Duke University,Cultural Anthropology,PhD,F11,Rejected,E-mail,"(3, 2, 2011)",1296720000,3.88,730.0,760.0,5.0,False,,American,"(5, 2, 2011)",1296892800,
98,University Of Southern California (USC),Civil Engineering (Structures),MS,F11,Accepted,E-mail,"(5, 2, 2011)",1296892800,3.5,610.0,800.0,4.5,False,,International,"(5, 2, 2011)",1296892800,"Official mail by DHL, not received yet. Asked the Viterbi School of Engineering via e-mail."
99,"University Of Washington, Seattle",Computer Science & Engineering,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,4.0,600.0,800.0,5.0,False,,American,"(5, 2, 2011)",1296892800,"I regret to inform you that your application to the University of Washington
Department of Computer Science & Engineering graduate program has been denied.

We received 1,1200+ ???????????????????????????????????????????????????????????????
applications this year and were able to admit about 8%.  The
Graduate Admissions Committee evaluated the applications carefully and had to
make very difficult decisions, denying admission to many excellent candidates
because of the limited number of available slots.

We sincerely appreciate your interest in our program and wish you the best of
luck in the pursuit of your graduate education."
100,University Of Washington Seattle,Computer Scicence,PhD,F11,Rejected,E-mail,"(4, 2, 2011)",1296806400,3.37,610.0,760.0,4.5,False,710.0,International,"(5, 2, 2011)",1296892800,"Undergrad/Master's GPA 3.37/3.85 both from 2nd-tier public research university in Canada. GRE Q/V/AW/CS 760/610/4.5/710. 1 first author publication at international conference, 1 third author publication at international journal, 3 oral presentations at international conferences, 2 posters at international conferences, credited in 1 video game, 1 US patent application submitted, internship at NVIDIA, research internship at Harvard."
101,University Of Massachusetts Amherst,Computer Scicence,MS,F11,Accepted,E-mail,"(1, 2, 2011)",1296547200,3.82,730.0,800.0,3.5,False,,International,"(5, 2, 2011)",1296892800,
102,"University Of Maryland, College Park",American Studies,PhD,F11,Rejected,Website,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,"went on the website and found out, 10 more to go!"
103,Stanford University,Bioengineering,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,
104,Princeton University,Astrophysics,PhD,F11,Accepted,E-mail,"(4, 2, 2011)",1296806400,4.0,650.0,800.0,4.5,False,990.0,International with US Degree,"(5, 2, 2011)",1296892800,GPA 4.0 PGRE 990. First acceptance I really wanted!!
105,"University Of Washington, Seattle",Computer Science,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,3.87,590.0,800.0,3.5,False,,International,"(5, 2, 2011)",1296892800,my first reject
106,University Of Washington,Computer Science,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,"first rejection this year, so sad."
107,"University Of Illinois, Urbana Champaign (UIUC)",ECE Electrical Engineering,PhD,F11,Accepted,E-mail,"(29, 1, 2011)",1296288000,3.9,550.0,790.0,4.0,False,,American,"(5, 2, 2011)",1296892800,Full tuition + 17k/yr stipend + RA
108,"University Of Washington, Seattle",Computer Science,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,I am a SJTUer. Bless all SJTUers!
109,Carnegie Mellon University (CMU),ECE Electrical Engineering,PhD,F11,Accepted,E-mail,"(3, 2, 2011)",1296720000,3.9,550.0,790.0,4.0,False,,American,"(5, 2, 2011)",1296892800,
110,"University Of California, Santa Babara (UCSB)",ECE Electrical Engineering,PhD,F11,Accepted,E-mail,"(5, 2, 2011)",1296892800,3.9,550.0,790.0,4.0,False,,American,"(5, 2, 2011)",1296892800,
111,"University Of California, Santa Babara (UCSB)",Education,PhD,F11,Accepted,E-mail,"(4, 2, 2011)",1296806400,,,,,,,Other,"(5, 2, 2011)",1296892800,got accepted to MA/PhD with emphasis on Cultural Perspectives and Comparative Education; but haven't received any info about funding. Does anyone know how the funding works?
112,Duke University,History (Military),PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,Email pointing me to the website.
113,Washington State University (pullman),MIS,PhD,F11,Interview,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International with US Degree,"(5, 2, 2011)",1296892800,The interview will be hosted on next Wednesday.
114,University Of Minnesota Twin Cities,Chemistry,PhD,F11,Accepted,E-mail,"(28, 1, 2011)",1296201600,,,,,,,,"(5, 2, 2011)",1296892800,
115,University Of Minnesota (UMN),Sociology,PhD,,Accepted,Postal Service,"(4, 2, 2011)",1296806400,,,,,,,American,"(5, 2, 2011)",1296892800,"Same notice as below, now including statistics by request. GPA 3.6 from excellent liberal arts college, GRE V 650, GRE Q 710. Focus in collective action and sociology of religion."
116,"University Of California, Berkeley (UCB)",Nutrition Sciences,MS,F11,Rejected,E-mail,"(4, 2, 2011)",1296806400,,,,,,,International,"(5, 2, 2011)",1296892800,
117,"University Of Washington, Seattle (UW)",Computer Science,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,"The number in the email seems a mistake. 1,200  is reasonable. Anyway, CS applicants in this year seems extremely strong. What if I had been born several years earlier."
118,University Of Michigan School Of Public Health,MPH(biostatistics),MS,F11,Accepted,Postal Service,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,
119,Brown University,Computer Science,MS,F11,Accepted,Website,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,
120,Yale University,Astronomy,PhD,F11,Wait listed,Website,"(4, 2, 2011)",1296806400,,,,,,,International,"(5, 2, 2011)",1296892800,
121,University Of Connecticut Health Center,Biomedical Sciences (BMS) Program,PhD,F11,Interview,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,"interview done, to the poster below, I guess UConn Health Center seems to rely POI for admission (though there might be first screening steps), your case seems two POI interested in recruiting you."
122,"University Of California, Santa Babara (UCSB)",ECE Electrical Engineering,PhD,F11,Accepted,Website,"(5, 2, 2011)",1296892800,3.95,550.0,760.0,5.0,False,,American,"(5, 2, 2011)",1296892800,
123,"University Of Washington, Seattle",Computer Science,MS,F11,Rejected,E-mail,"(4, 2, 2011)",1296806400,3.9,310.0,740.0,3.0,False,,International,"(5, 2, 2011)",1296892800,"The Dream School!!
Only 8% of 11200+ applicants were admitted! Good Luck to you all!
(International - Kuwait)"
124,Yale University,Physics,PhD,F11,Accepted,Website,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,PGre 990
125,Rutgers University - New Brunswick,Biomedical Engineering,PhD,F11,Interview,E-mail,"(4, 2, 2011)",1296806400,,,,,,,American,"(5, 2, 2011)",1296892800,"Made Short List. Campus Tour/Interview on March 18, 2011."
126,University Of Connecticut Health Center,Biomedical Sciences,PhD,F11,Interview,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,"I have had one interview already, but today I got an email from another professor asking me for a time to be interviewed. the first person who had interviewed had also asked me if someone else was interviewing me. Is this a good sign??"
127,"University Of Colorado, Boulder",Affect/Social Psychology,PhD,F11,Interview,Phone,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,"Phone interview. Told I am on the ""very short list."""
128,University Of Chicago,Mathematics,PhD,F11,Wait listed,Postal Service,"(5, 2, 2011)",1296892800,,,,,,,International with US Degree,"(5, 2, 2011)",1296892800,"On a ""short"" waiting list... dunno how short it is..."
129,"University Of Washington, Seattle",Compuer Science,PhD,F11,Rejected,E-mail,"(4, 2, 2011)",1296806400,,,,,,,International with US Degree,"(5, 2, 2011)",1296892800,take out trash day for u wash seattle
130,North Carolina State University,American History,MS,F11,Accepted,Website,"(5, 2, 2011)",1296892800,,,,,,,American,"(5, 2, 2011)",1296892800,"I have been recommended for admissions to the graduate school pending verification of official transcripts. The fit isn't great b/c their Early Americanist just went to Maryland, but maybe the new hire will be good. I want a PhD though."
131,University Of Illinois Chicago (UIC),Art History,PhD,F11,Accepted,E-mail,"(11, 1, 2011)",1294732800,,,,,,,American,"(5, 2, 2011)",1296892800,
132,University Of Washington,Computer Science,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,
133,Yale University,Applied Mathematics And Theoretical Physics,PhD,,Accepted,Phone,"(4, 2, 2011)",1296806400,,,,,,,American,"(5, 2, 2011)",1296892800,
134,"University Of California, San Diego (UCSD)",Biomedical Sciences (BMS) Program,PhD,F11,Rejected,E-mail,"(5, 2, 2011)",1296892800,,,,,,,International,"(5, 2, 2011)",1296892800,
135,Catholic University Of America,Systematic Theology,PhD,F11,Accepted,Postal Service,"(5, 2, 2011)",1296892800,,,,,,,,"(5, 2, 2011)",1296892800,
