,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
20,The Ohio State University (OSU),History (American And Middle Eastern),PhD,F11,Accepted,E-mail,"(28, 2, 2011)",1298880000,,,,,,,International,"(1, 3, 2011)",1298966400,Offered five years of funding :)
21,"University Of Michigan, Ann Arbor",Linguistics,PhD,F11,Accepted,E-mail,"(25, 2, 2011)",1298620800,3.4,640.0,790.0,3.5,False,,American,"(1, 3, 2011)",1298966400,"Short-listed, invited to campus visit, accepted a week later"
22,Ohio State University (OSU),Civil & Environmental Engineering,PhD,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
23,University Of Wisconsin -Madison,Communication Arts - Film,PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,Randomly checked the website this morning.  Status changed to denied.
24,Cornell University,Classics,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,,"(1, 3, 2011)",1298966400,"While this is sad, I already have another great offer from one of my top choices. Congratulations to all who were admitted!!!"
25,Harvard University,Philosophy,PhD,F11,Accepted,Phone,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,Shocked right now.
26,Columbia University (FFSEAS),Computer Science,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,"Yeah, I got accepted to some places more prestigious than Columbia, too. Weird!"
27,University Of Oregon,Philosophy,PhD,,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,,"(1, 3, 2011)",1298966400,Balls.
28,Clark University,Social Psychology,PhD,F11,Rejected,Postal Service,"(25, 2, 2011)",1298620800,,,,,,,American,"(1, 3, 2011)",1298966400,
29,Washington University in St. Louis (WashU/WUSTL),Biomedical Engineering (BME),PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
30,New York University (NYU),Journalism,MS,F11,Accepted,Other,"(1, 3, 2011)",1298966400,,,,,,,,"(1, 3, 2011)",1298966400,
31,Virginia Polytechnic Institute And State University (Virginia Tech),Computer Scicence,PhD,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,GTA for 1st yr~ earliest offer from virginia tech~ long waiting~
32,"University Of Minnesota, Twin Cities (UMN)",Civil & Environmental Engineering,PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,International with US Degree,"(1, 3, 2011)",1298966400,
33,Yale University,Biomedical Engineering (BME),PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,"Thank you very much for applying to the Graduate School of Arts and Sciences at Yale University. I regret to
inform you that we are unable to offer you admission. As you know, the very high number of extraordinary
candidates among our 10,700 applicants far exceeds the number of places we have in each program, so we are
not able to admit many excellent candidates."
34,University Of California Los Angeles,History - Middle East,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,Email pointed to website with admissions status.
35,University Of Pennsylvania (UPenn),Economics,PhD,F11,Wait listed,E-mail,"(28, 2, 2011)",1298880000,,,,,,,International,"(1, 3, 2011)",1298966400,
36,Cornell University,Classics,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,"A nice note, but the result is the same..."
37,University Of Washington - Seattle (UW),Mathematics,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,3.8,620.0,770.0,4.0,False,540.0,American,"(1, 3, 2011)",1298966400,
38,University Of South Carolina,Clinical Psychology,PhD,F11,Accepted,E-mail,"(28, 2, 2011)",1298880000,,,,,,,American,"(1, 3, 2011)",1298966400,Email from graduate program coordinator
39,"University Of California, Los Angeles (UCLA)",Clinical Psychology,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,"received email saying check application status, when I went to the site, it was a rejection letter"
40,University Of California Los Angeles,Modern European History,PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,3.97,720.0,630.0,5.0,False,,American,"(1, 3, 2011)",1298966400,Email redirecting me to website where they post a generic form letter.
41,Northwestern University,Materials Science & Engineering (MSE),PhD,F11,Accepted,Phone,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,I had posted earlier asking about the interview. Well it didn't turn out to be an interview after all. Talked for a few mins after which I was told I had been accepted :) Official email still to follow
42,"University Of California, Los Angeles  (UCLA)",History (Medieval,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,"""Letter"" dated February 2nd."
43,Cornell University,Classics,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,"I had already accepted elsewhere, so not too bad. Congratulations to all the admits!"
44,"University Of California, Los Angeles  (UCLA)",History (Middle East),PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,These used to stun me. I expected this for a month. Old news.
45,University Of Michigan (Ann Arbor),Neuroscience,PhD,F11,Rejected,Postal Service,"(28, 2, 2011)",1298880000,,,,,,,American,"(1, 3, 2011)",1298966400,
46,University Of New Mexico,Art History,MS,F11,Accepted,Postal Service,"(28, 2, 2011)",1298880000,,,,,,,American,"(1, 3, 2011)",1298966400,"Accepted: UNM, UT Austin, Colorado - Boulder; Rejected: UCLA"
47,McGill University,Information And Library Science,MS,F11,,Other,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,"Hey, guy that got rejected from Mcgill, can you post your stats. I need to know if I got in soon."
48,Yale University,Mechanical Engineering,PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
49,University Of Chicago,Sociology,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,
50,University Of Pennsylvania (UPenn),Biostatistics,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International with US Degree,"(1, 3, 2011)",1298966400,
51,Yale University,Biomedical Engieering,PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,"* same reason 10,700 applicants.. blah blah"
52,University Of Chicago,Sociology,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
53,University Of Pennsylvania(Upenn),Electrical Engineering,MS,F11,Accepted,E-mail,"(28, 2, 2011)",1298880000,,,,,,,International,"(1, 3, 2011)",1298966400,
54,"University Of California, Los Angeles (UCLA)",Civil Engineering,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,3.74,690.0,800.0,4.0,False,,International,"(1, 3, 2011)",1298966400,They asked me to provide TOEFL. I thought I was exempt from this requirement because I got my Bachelor's and Master's degrees in Singapore. So I did not take TOEFL. Maybe that's the reason they rejected me?
55,"University Of California, Santa Barbara (UCSB)",English,PhD,F11,Accepted,Website,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,E-mail to check website.
56,University Of Pennsylvania (UPenn),European History,PhD,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,"Email from DGS: With admission as a full time Ph.D. candidate, you will also receive a multi-year fellowship (five years to be exact), which includes an annual stipend ($23,000) and provides for the cost of tuition, fees and health insurance, and at least three years of summer funding (around $4,000 each summer)"
57,Yale University,Biomedical Engineering,PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,3.03,500.0,800.0,3.0,False,,International,"(1, 3, 2011)",1298966400,"received an e-mail to check the website
No interview....rejected..so sad...
10,700 applicants...."
58,University Of Pennsylvania (UPenn),Classics,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,email to check website
59,Yale University,Civil,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,Really sad! ~Praying for good news from other grad schools...
60,Emory University Rollins School Of Public Health,Epidemiology,PhD,F11,Rejected,E-mail,"(20, 2, 2011)",1298188800,,,,,,,American,"(1, 3, 2011)",1298966400,Email sent from the department :-(
61,Purdue Universilty,Physics,PhD,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,i sent them an inquery email but received offer in 2 min before the response!
62,Cornell University,Pharmacology,PhD,F11,Accepted,Phone,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,scholarship
63,University Of Texas Health Science Center San Antonio Regional Campus,Epidemiology,PhD,F11,Rejected,Other,"(25, 2, 2011)",1298620800,,,,,,,American,"(1, 3, 2011)",1298966400,Logged in randomly to SOPHAS portal
64,Yale University,Chemical And Environmental Engineering,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International with US Degree,"(1, 3, 2011)",1298966400,
65,"University Of California, Los Angeles (UCLA)",Biomedical Engineering IDP,PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,"not my top choice, but still sad..."
66,University Of Texas Health Science Center San Antonio Regional Campus,Epidemiology,PhD,F11,,Other,"(25, 2, 2011)",1298620800,,,,,,,American,"(1, 3, 2011)",1298966400,Logged in randomly to SOPHAS...
67,Yale University,Mechanical Engineering,PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,Received mail to check website. :-(
68,University Of Pennsylvania,History And Sociology Of Science,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,after interview
69,Yale University,Chemical And Environmental Engineering,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,E-mail to check the website
70,Stanford University,Philosophy,PhD,F11,Rejected,Postal Service,"(28, 2, 2011)",1298880000,,,,,,,American,"(1, 3, 2011)",1298966400,"They didn't even have the decency to put it on proper letter head! If they're going to kill trees for the rejects, they could at least do it with some style. :)"
71,Yale University,Biomedical Engineering,PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,"I had an interview, too...."
72,Yale University,Biomedical Engineering,PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,Wow its been a deluge of rejections over the last 24 hrs
73,Yale University,Applied Physics,PhD,F11,Rejected,E-mail,"(26, 2, 2011)",1298707200,,,,,,,International,"(1, 3, 2011)",1298966400,email to check the website.
74,UMass Boston,Clinical  Psychology,PhD,F11,Rejected,Postal Service,"(28, 2, 2011)",1298880000,,,,,,,American,"(1, 3, 2011)",1298966400,
75,University Of Chicago,Mathematics,PhD,F11,Wait listed,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International with US Degree,"(1, 3, 2011)",1298966400,Was told that I'm on the top of the waiting list. Whoever is not going to Chicago please decline the offer as soon as possible!!!
76,Montclair State University,Communication Sciences And Disorders/Speech Pathology,MS,F11,,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,"email stating ""You should be receiving an official application status letter from us in the mail shortly."""
77,University Of California At Berkeley,Musicology,PhD,F11,Rejected,E-mail,"(26, 2, 2011)",1298707200,,,,,,,American,"(1, 3, 2011)",1298966400,
78,University Of Pennsylvania (UPenn),Classics/Ancient History,PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,Generic form letter from the Graduate School.
79,Syracuse University I-School,Library And Information Science,MS,F11,Accepted,E-mail,"(28, 2, 2011)",1298880000,3.43,610.0,550.0,4.0,False,,American,"(1, 3, 2011)",1298966400,
80,Southern Illinois University - Carbondale,Philosophy,MS,F11,Accepted,E-mail,"(28, 2, 2011)",1298880000,,,,,,,American,"(1, 3, 2011)",1298966400,nice surprise didnt actually expect to get in here..funding situation is up in the air but still excited!!!
81,University Of Washington - Seattle (UW),Mathematics,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,
82,East Carolina University,Communications Disorders/Speech Language Pathology,MS,F11,,Website,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,"Did anyone else's status on the website change from ""complete ready for review"" to not having a status at all?"
83,"University Of California, Los Angeles (UCLA) - Anderson",Finance,PhD,F11,Accepted,Postal Service,"(1, 3, 2011)",1298966400,,,,,,,International with US Degree,"(1, 3, 2011)",1298966400,So Excited!!!!!
84,"University Of Washington, Seattle (UW)",Philosophy,PhD,F11,Accepted,Phone,"(28, 2, 2011)",1298880000,,,,,,,American,"(1, 3, 2011)",1298966400,Phone call from Sara Goering - 5yrs funding
85,University Of Florida (Gainesville),Statistics,MS,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,Unexpected reject
86,Purdue University - West Lafayette,Physics,PhD,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,from china
87,Duke University,Biomedical Engieering,MS,F11,Accepted,Website,"(28, 2, 2011)",1298880000,,,,,,,International,"(1, 3, 2011)",1298966400,
88,U Illinois- Urbana,Anthropology,PhD,F11,Rejected,E-mail,"(27, 2, 2011)",1298793600,,,,,,,American,"(1, 3, 2011)",1298966400,
89,Arizona State University (ASU),Cognitive Psychology,PhD,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,,"(1, 3, 2011)",1298966400,
90,"University Of California, Los Angeles (UCLA)",History (Middle East),PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,No surprise here.
91,"University Of California, Berkeley (UCB)",Anthropology,PhD,F11,Rejected,E-mail,"(25, 2, 2011)",1298620800,3.88,580.0,570.0,5.0,False,,American,"(1, 3, 2011)",1298966400,
92,Yale University,Sociology,PhD,F11,Wait listed,E-mail,"(28, 2, 2011)",1298880000,,,,,,,American,"(1, 3, 2011)",1298966400,
93,Columbia University GSAS,English And Comparative Literature,PhD,F11,Rejected,E-mail,"(28, 2, 2011)",1298880000,,,,,,,American,"(1, 3, 2011)",1298966400,"I sent an email to the DGS requesting information on their decision.  The DGS instructed the Graduate Assistant to tell me, informally, that I had been rejected."
94,U Utah,Chemistry,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
95,University Of Wisconsin -Madison,Statistics,PhD,F11,Accepted,Postal Service,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,"offer letter issued on Feb.7,  already withdrawn around Feb.10. Hope my funding could be used to fund someone else :)"
96,McGill University,Library And Information Studies,MS,F11,,Phone,"(2, 2, 2011)",1296633600,,,,,,,International,"(1, 3, 2011)",1298966400,"I called and asked. A nice lady on the phone said they've run out of space and my marks were right at the cut off point, so I didn't get in."
97,"University Of California, Los Angeles  (UCLA)",Latin American History,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,Rejected once again. I've given up all hope. Time to start on next years applications.
98,University Of Tennessee - Knoxville,English (Composition & Rhetoric),MS,F11,Accepted,Website,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,same as below...cant believe I have choices!!!
99,University Of Maine Orono,Global Policy Studies,MS,F11,Accepted,E-mail,"(31, 1, 2011)",1296460800,,,,,,,International,"(1, 3, 2011)",1298966400,
100,University Of Denver Josef Korbel School,GFTEI,MS,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
101,Purdue University - West Lafayette,Computer Scicence,MS,F11,Accepted,E-mail,"(23, 2, 2011)",1298448000,,,,,,,International,"(1, 3, 2011)",1298966400,without aid but I have been told to contact professors for raship and stuff..
102,University Of Maryland (College Park),ECE (Electrical Engineering),PhD,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,unofficial one
103,"Duke University, Fuqua School Of Business",Business,PhD,F11,Rejected,E-mail,"(28, 2, 2011)",1298880000,,,,,,,International,"(1, 3, 2011)",1298966400,
104,Boston University,Spanish,PhD,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
105,University Of Tennessee - Knoxville,English (Literature),MS,F11,Accepted,Website,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,"Saw ""Decision Made: Admit"" on the website this morning! No additional information yet. Keeping my fingers crossed that this isn't an accident!"
106,University Of Pennsylvania (UPenn),Economics,PhD,F11,Wait listed,E-mail,"(28, 2, 2011)",1298880000,,,,,,,International,"(1, 3, 2011)",1298966400,"""your are placed high on our waitlist"""
107,Northeastern University (NEU),Computer Science,PhD,F11,Accepted,E-mail,"(17, 2, 2011)",1297929600,,,,,,,International,"(1, 3, 2011)",1298966400,
108,"University Of California, Los Angeles  (UCLA)",Computer Science,PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,2.9,550.0,760.0,5.5,False,,American,"(1, 3, 2011)",1298966400,e-mail directing me to website.
109,"University Of California, San Diego (UCSD)",Civil & Environmental Engineering,MS,F11,Accepted,E-mail,"(24, 2, 2011)",1298534400,,,,,,,International,"(1, 3, 2011)",1298966400,
110,"University Of California, Los Angeles (UCLA)",History,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,Email directing me to website. Was my undergrad alma mater. Had a good rapport with P.A. Upsetting that I wasn't even waitlisted.
111,University Of North Carolina (UNC) Chapel Hill,Chemistry,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
112,University Of Maryland College Park,ECE (Electrical And Computer Engineering),MS,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,3.6,530.0,800.0,3.5,False,,International,"(1, 3, 2011)",1298966400,
113,Emory University,Biological And Biomedical Sciences,PhD,F11,Rejected,E-mail,"(28, 2, 2011)",1298880000,,,,,,,American,"(1, 3, 2011)",1298966400,
114,University Of Southern California (USC),History,PhD,F11,Rejected,Postal Service,"(22, 2, 2011)",1298361600,,,,,,,American,"(1, 3, 2011)",1298966400,"Small envelope. Should have just send a postcard, it was so obvious."
115,University Of Pennslyvania,History,PhD,F11,Rejected,E-mail,"(21, 2, 2011)",1298275200,,,,,,,American,"(1, 3, 2011)",1298966400,Form letter email
116,"University Of California, Los Angeles  (UCLA)",History,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,Email from office telling me to check website.
117,"University Of California, Berkeley (UCB)",Cultural Anthropology,PhD,F11,Rejected,Website,"(25, 2, 2011)",1298620800,,,,,,,American,"(1, 3, 2011)",1298966400,
118,"University Of Washington, Seattle (UW)",Government/Political Science (Comparative),PhD,F11,Accepted,E-mail,"(28, 2, 2011)",1298880000,,,,,,,American,"(1, 3, 2011)",1298966400,partial funding. phone call last week.
119,"University Of California, Los Angeles  (UCLA)",Classics,PhD,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,I am so happy I'm almost in tears!!
120,Univ Washington Seattle,Mathematics,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,"rejected again, that makes number 6 for me too"
121,"University Of California, Berkeley (UCB)",Anthropology (Sociocultural),PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,email with link to website
122,Emory University,GDBBS,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
123,Michigan State University (MSU),Neuroscience,PhD,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,"Offered University Enrichment fellowship, $25,000 stipend. Will not be attending."
124,University Of Pennsylvania (UPenn),Computer Science,MS,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
125,University Of Pittsburgh,Mathematics,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
126,University College London,International Public Policy,MS,F11,Accepted,Postal Service,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,Letter dated Feb 9th
127,University Of Southern California (USC),Electrical Engineering,PhD,F11,,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,still waiting for an assistantship award
128,"University Of Southern California (USC), Marshall School Of Business",Finance And Business Economics,PhD,F11,Rejected,Website,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
129,Iowa State University,Agricultural And Biosystems Engineering,PhD,F11,Accepted,E-mail,"(28, 2, 2011)",1298880000,,,,,,,International with US Degree,"(1, 3, 2011)",1298966400,
130,Cornell University,Materials Science & Engineering,MS,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
131,University Of Washington - Seattle (UW),Mathematics Pure,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,3.5,630.0,800.0,5.5,False,,American,"(1, 3, 2011)",1298966400,
132,University Of Toronto,Computer Scicence,PhD,F11,Accepted,E-mail,"(15, 2, 2011)",1297756800,,,,,,,International,"(1, 3, 2011)",1298966400,"3 Journal papers, 3 Conference papers, TOEFL iBT larger than 100, RA and TA fundings."
133,Arizona State University (ASU),ECE Electrical Engineering,Other,F11,Accepted,E-mail,"(28, 2, 2011)",1298880000,,,,,,,International,"(1, 3, 2011)",1298966400,MSE
134,The University Of British Columbia,Philosophy,PhD,F11,Accepted,E-mail,"(1, 3, 2011)",1298966400,,,,,,,American,"(1, 3, 2011)",1298966400,Full 4 year funding at 16k. Option to teach for up 25k.
135,Georgetown University,Art & Museum Studies,MS,F11,Rejected,Postal Service,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
136,Columbia University (FFSEAS),Mechanical Engineering,MS,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,3.8,590.0,740.0,3.5,False,,International,"(1, 3, 2011)",1298966400,
137,Princeton University,Social Psychology,PhD,F11,Accepted,E-mail,"(28, 2, 2011)",1298880000,,,,,,,,"(1, 3, 2011)",1298966400,
138,University Of Waashington (seattle),Pure Mathematics,PhD,F11,Rejected,E-mail,"(1, 3, 2011)",1298966400,,,,,,,International,"(1, 3, 2011)",1298966400,
139,New York University Steinhardt,Human Development And Social Intervention (Applied Psychology),MS,F11,Accepted,Postal Service,"(15, 2, 2011)",1297756800,,,,,,,International with US Degree,"(1, 3, 2011)",1298966400,"answers to the questions below- letter dated 2/15/11, and yes I'm currently in the states."
140,University Of Chicago,Pure Mathematics,PhD,F11,Rejected,Postal Service,"(28, 2, 2011)",1298880000,,,,,,,,"(1, 3, 2011)",1298966400,
141,"University Of Southern California (USC), Marshall School Of Business",Finance And Business Economics,PhD,F11,Rejected,E-mail,"(28, 2, 2011)",1298880000,,,,,,,Other,"(1, 3, 2011)",1298966400,
