,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
75,"University Of California, San Diego (UCSD)",Mechanical Engineering,PhD,F10,Rejected,E-mail,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,
76,Carnegie Mellon University (CMU),Psychology,PhD,F10,Rejected,E-mail,"(5, 4, 2010)",1270450800,,,,,,,International,"(6, 4, 2010)",1270537200,"I emailed my POI to find out. Said that due to budget cuts very few students were accepted this year by the committee. Official notifications will be released ""soon."""
77,Toronto York University,Economics,MS,F10,Accepted,Postal Service,"(6, 4, 2010)",1270537200,,,,,,,American,"(6, 4, 2010)",1270537200,
78,University Of Toronto,Master Of Financial Economics,MFA,F10,Accepted,E-mail,"(6, 4, 2010)",1270537200,,,,,,,American,"(6, 4, 2010)",1270537200,
79,"University Of California, Los Angeles (UCLA)",Philosophy,PhD,F10,Rejected,Website,"(6, 4, 2010)",1270537200,,,,,,,American,"(6, 4, 2010)",1270537200,email to check website
80,Texas A&M Univsersity,Petroleum Engineering,MS,F10,Rejected,Website,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,
81,Cornell University,Computer Science,MS,S10,Rejected,E-mail,"(6, 4, 2010)",1270537200,,,,,,,American,"(6, 4, 2010)",1270537200,
82,University Of Chicago,Sociology,PhD,F10,Rejected,E-mail,"(6, 4, 2010)",1270537200,,,,,,,American,"(6, 4, 2010)",1270537200,
83,"University Of California, Los Angeles (UCLA)",Pure Mathematics,PhD,F10,Accepted,E-mail,"(5, 4, 2010)",1270450800,,,,,,,American,"(6, 4, 2010)",1270537200,They lost my Prof.'s letter of rec in the mail.  They emailed him earlier this week for a new one.
84,University Of Toronto ISchool,Information Studies,PhD,F10,Rejected,Postal Service,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,
85,"Purdue University, West Lafayette",Physics,PhD,F10,Rejected,E-mail,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,"Rejected after wailtlisted, he he..."
86,Purdue University,English,MS,F10,Rejected,E-mail,"(5, 4, 2010)",1270450800,,,,,,,American,"(6, 4, 2010)",1270537200,"I Emailed them because of needing to make housing decisions. ""We have made our first round of offers already, and we only admit those we can fully fund. We will probably not be offering you admission, good luck."""
87,University Of Chicago,Economics,PhD,F10,Accepted,E-mail,"(3, 4, 2010)",1270278000,3.97,580.0,800.0,5.0,False,,American,"(6, 4, 2010)",1270537200,Accepted off of the wait list
88,Dalhousie University,Communication Disorders / Speech-Language Pathology,MS,F10,Wait listed,Postal Service,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,"Dal does not provide waitlist ranking, and may notify acceptance as late as the 2nd week of September. I find this quite ridiculous!"
89,University Of Toronto,Communication Disorders / Speech-Language Pathology,MS,F10,Wait listed,Postal Service,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,What is the waitlist like for U of T?
90,James Madison University,Speech Pathology,MS,F10,Wait listed,E-mail,"(6, 4, 2010)",1270537200,,,,,,,Other,"(6, 4, 2010)",1270537200,Has anyone from JMU's waitlist heard anything definite??
91,"University Of Texas, Austin (UT Austin)",Economics,PhD,F10,Rejected,E-mail,"(6, 4, 2010)",1270537200,,570.0,790.0,3.5,False,,International,"(6, 4, 2010)",1270537200,"Your file has been reviewed by our Graduate Admissions and Awards Committee, and I regret to inform you that the decision was to reject your application for our doctoral program.  

Although your application was very good, we received 500 applications this year and could only admit about 20%. (100 admits and you couldn´t find room for me ?!?!?!?! I didn't even need funding!!!)

We are sure that you have been accepted to other programs and wish you success in your future studies. (You could at least ask???, maybe I prefer Texas weather )"
92,Northwestern University,Communication Disorders / Speech Pathology,MS,F10,Wait listed,Phone,"(6, 4, 2010)",1270537200,,,,,,,,"(6, 4, 2010)",1270537200,I had to call Northwestern in order to find out I was waitlisted. They never sent me anything.
93,"University Of California, Santa Barbara (UCSB)",Electrical and Computer Engineering (ECE),PhD,F10,Accepted,E-mail,"(14, 3, 2010)",1268553600,,,,,,,International,"(6, 4, 2010)",1270537200,
94,University Of Maryland College Park (UMCP),Second Language Acquistion,PhD,F10,Rejected,Website,"(1, 3, 2010)",1267430400,,,,,,,American,"(6, 4, 2010)",1270537200,Expected.  Interview was at 3 AM in the morning!
95,Carleton University,Journalism,MS,F10,Wait listed,E-mail,"(17, 3, 2010)",1268809200,,,,,,,International,"(6, 4, 2010)",1270537200,
96,McMaster University,English,MS,F10,Accepted,E-mail,"(9, 3, 2010)",1268121600,,,,,,,International,"(6, 4, 2010)",1270537200,
97,"University Of Maryland, College Park",AMSC(Applied Mathematics & Statistics,PhD,F10,,E-mail,"(6, 4, 2010)",1270537200,3.72,560.0,800.0,5.0,False,720.0,American,"(6, 4, 2010)",1270537200,"""We do plan to make more offers before April 15."" Response to inquiry about my application, on which they couldn't comment. I am not the poster below, but congrats to you!"
98,University Of Florida,Statistics,PhD,F10,Rejected,E-mail,"(6, 4, 2010)",1270537200,,,,,,,American,"(6, 4, 2010)",1270537200,
99,"University Of California, Berkeley (UCB)",Architecture (M.Arch I AP) + M.S.C.E.E.,MS,S10,Rejected,Website,"(5, 4, 2010)",1270450800,3.63,,,,,,American,"(6, 4, 2010)",1270537200,Took them long enough.  Finally had to email them to tell them I had notification deadlines approaching... received email to check website shortly thereafter.
100,"University Of Maryland, College Park",AMSC(Applied Mathematics & Statistics,PhD,F10,Accepted,E-mail,"(5, 4, 2010)",1270450800,3.93,720.0,770.0,4.5,False,690.0,American,"(6, 4, 2010)",1270537200,
101,Purdue University–West Lafayette,Physics,PhD,F10,Wait listed,E-mail,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,"In response of my inquiry. ""The committee still has your application and you are on the waiting list.  If you have offers that you need to respond to, please don't wait on Purdue.  There is a chance that you could be admitted but it depends on what happens with our current offers."""
102,"University Of California, Berkeley (UCB)",Epidemiology,PhD,F10,Rejected,Website,"(6, 4, 2010)",1270537200,,,,,,,International with US Degree,"(6, 4, 2010)",1270537200,
103,"University Of California, Berkeley (UCB)",Epidemiology,PhD,F10,Wait listed,Website,"(5, 4, 2010)",1270450800,,,,,,,International with US Degree,"(6, 4, 2010)",1270537200,Really wonder what they were looking for!
104,University Of Kentucky,Mathematics,PhD,F10,Wait listed,Other,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,The Committee will probably not make any further recommendations until the middle or end of May...it seems hopeless
105,Boston University School Of Public Health,Epidemiology,PhD,F10,Rejected,Postal Service,"(2, 4, 2010)",1270191600,,,,,,,International with US Degree,"(6, 4, 2010)",1270537200,Unbelievable since I have a Master's degree and am published.... but I got into a much better school so I'm not too upset about it.
106,North Carolina State University (NCSU),Electrical Engineering,MS,F10,Rejected,Website,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,I still have hope :-)
107,The University Of Oregon,Physics,PhD,F10,Rejected,E-mail,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,They said applications with toefl scores lower than 100 are not viewed. Im assuming this as a rejection.
108,University Of Connecticut - Storrs,Chemical Engieenring,PhD,F10,Wait listed,E-mail,"(6, 4, 2010)",1270537200,,,,,,,International with US Degree,"(6, 4, 2010)",1270537200,E-mailed to ask them about my status. Was told I am wait-listed and will know the result by end of this week.
109,Cornell University,Industrial Engineering & Operations Research (IEOR),MS,F10,Rejected,E-mail,"(5, 4, 2010)",1270450800,,630.0,800.0,4.5,False,,International,"(6, 4, 2010)",1270537200,Disappointing.
110,Louisiana State University,Economics,PhD,F10,Accepted,E-mail,"(24, 3, 2010)",1269414000,,680.0,780.0,4.0,False,,,"(6, 4, 2010)",1270537200,
111,"University Of Washington, Seattle",Social Work,MS,F10,Rejected,E-mail,"(5, 4, 2010)",1270450800,,,,,,,American,"(6, 4, 2010)",1270537200,"Accepted to Columbia and WashU, but rejected from Washington...?"
112,University Of Pennsylvania (UPenn),Physics,PhD,F10,Rejected,E-mail,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,After asking them.
113,Arizona State University (ASU),Computer Sciecne,MS,F10,Accepted,E-mail,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,
114,"University Of California, Los Angeles (UCLA)",Philosophy,PhD,F10,Rejected,Website,"(6, 4, 2010)",1270537200,,,,,,,American,"(6, 4, 2010)",1270537200,
115,"University Of California, Los Angeles  (UCLA)",Philosophy,PhD,F10,Rejected,Website,"(6, 4, 2010)",1270537200,,,,,,,American,"(6, 4, 2010)",1270537200,
116,Pennsylvania State University (PSU),Statistics,PhD,F10,Accepted,E-mail,"(15, 3, 2010)",1268636400,,,,,,,,"(6, 4, 2010)",1270537200,"It's a tough decision, but there's a chance I may decline, so hold in there, poster."
117,"University Of California, Los Angeles (UCLA)",Classics,PhD,F10,Rejected,Postal Service,"(3, 4, 2010)",1270278000,,,,,,,American,"(6, 4, 2010)",1270537200,Very nice letter.
118,Pennsylvania State University (PSU),Statistics,PhD,F10,Wait listed,E-mail,"(24, 2, 2010)",1266998400,,,,,,,Other,"(6, 4, 2010)",1270537200,"If you know you are not attending, please decline or withdraw it for people who are waiting. Thanks"
119,University Of Rochester,Visual And Cultural Studies,PhD,F10,Wait listed,Postal Service,"(23, 3, 2010)",1269327600,,,,,,,International,"(6, 4, 2010)",1270537200,
120,University Of Texas At San Antonio,Computer Science,PhD,F10,Accepted,E-mail,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,
121,University Of Texas At Arlington,Computer Science,PhD,F10,Accepted,E-mail,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,
122,University Of Central Florida (UCF),Construction Engineering And Management,PhD,F10,Accepted,Postal Service,"(26, 2, 2010)",1267171200,3.0,330.0,770.0,3.0,False,,International,"(6, 4, 2010)",1270537200,
123,"University Of Colorado, Boulder",Chemical And Biochemical Engineering,PhD,F10,Rejected,E-mail,"(5, 4, 2010)",1270450800,,,,,,,International,"(6, 4, 2010)",1270537200,
124,Northeastern University,Industrial Engineering,PhD,F10,Accepted,Website,"(1, 4, 2010)",1270105200,,,,,,,International,"(6, 4, 2010)",1270537200,Funding: pending... Does any one on earth get the funding from that univ?
125,University Of Waterloo (Canada),I/o Psychology,MS,F10,Rejected,Website,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,
126,University Of Tennessee - Knoxville,English,PhD,F10,Accepted,E-mail,"(6, 4, 2010)",1270537200,3.8,,,,,710.0,American,"(6, 4, 2010)",1270537200,"11th Hour acceptance off of waiting list--fully-funded, etc. Not sure about it now, however, having mentally/emotionally prepared for another year as an editor in South Korea. I've already started contacting possible PhD programs for next year and getting interesting feedback."
127,Drexel University,Electrical And Computer Engineering,PhD,F10,Accepted,E-mail,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,The admission email did not mention financial aid. They said that I need to contact the faculty directly to find RA or TA position.
128,McGill University,Electrical And Computer Engineering,PhD,F10,Wait listed,E-mail,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,"I am being wait listed by MEDA scholarship. My advisor does not have funding to provide me with RA. Any guys who do not want to go McGill, please decine MEDA as soon as possibile. Thanks a lot"
129,New York University (NYU) Steinhardt,TESOL,PhD,F10,Rejected,Postal Service,"(6, 4, 2010)",1270537200,,,,,,,American,"(6, 4, 2010)",1270537200,
130,"University Of Massachusetts, Boston",Family Therapy,MS,F10,Accepted,Postal Service,"(3, 4, 2010)",1270278000,,,,,,,American,"(6, 4, 2010)",1270537200,
131,University Of Florida,Physics,PhD,F10,Rejected,E-mail,"(6, 4, 2010)",1270537200,,,,,,,International,"(6, 4, 2010)",1270537200,NOOOOOOOOOOOO !
132,Iowa State University,Civil,MS,F10,Rejected,E-mail,"(1, 4, 2010)",1270105200,,,,,,,International,"(6, 4, 2010)",1270537200,I am so sad... Hope other universities give me another chances!!!
133,Iowa State University,Quantitative/Statistical Genetics And Bioinformatics,PhD,F10,Accepted,E-mail,"(5, 4, 2010)",1270450800,3.18,640.0,720.0,4.0,False,790.0,American,"(6, 4, 2010)",1270537200,USDA National Needs fellowship in Breeding for Animal Genetic Improvement.
